#TIME(DAYS_BJD-2454833),FLUX(NORMALIZED)
2.875396179140596360e+03,8.651630292140892742e-01
2.875416610846405092e+03,8.645710406065653109e-01
2.875437042452242167e+03,8.671184880566248365e-01
2.875477905664083664e+03,9.122326528955709835e-01
2.875498337270066258e+03,9.456861372009058853e-01
2.875518768776099023e+03,9.737408760199675051e-01
2.875539200482198794e+03,9.852059892892625070e-01
2.875559632088326907e+03,9.863403537277833921e-01
2.875580063594505191e+03,9.874393561299740218e-01
2.875600495300721377e+03,9.871431431711966686e-01
2.875620926906995010e+03,9.880955990603557115e-01
2.875641358613320335e+03,9.897269802022787832e-01
2.875661790119709622e+03,9.914775315976466219e-01
2.875682221726157877e+03,9.932880952316869294e-01
2.875723084939163527e+03,9.958931435474568383e-01
2.875743516545757302e+03,9.988020484820572253e-01
2.875763948252373666e+03,9.999566068279509556e-01
2.875784379759083095e+03,1.000696486347964376e+00
2.875804811465786770e+03,1.002008043564708517e+00
2.875825243072584271e+03,1.003494083422058702e+00
2.875845674579439219e+03,1.004161229505816655e+00
2.875866106286324793e+03,1.005599290742191787e+00
2.875886537893260538e+03,1.006698368888929496e+00
2.875906969500261766e+03,1.007354179523290760e+00
2.875927401107313926e+03,1.007749132853277274e+00
2.875968264221577556e+03,1.009080815076959459e+00
2.875988695928805100e+03,1.009234883176224118e+00
2.876009127536068263e+03,1.007674742647299615e+00
2.876029559143389633e+03,1.006342063366062911e+00
2.876049990750761935e+03,1.005298371941300006e+00
2.876070422358170617e+03,1.003606907273656645e+00
2.876090853965666611e+03,1.002304915640810590e+00
2.876111285573213536e+03,1.001226703578079524e+00
2.876131717180825945e+03,9.992201859474669767e-01
2.876152148888468219e+03,9.977520703622176912e-01
2.876172580396159901e+03,9.961251261781896016e-01
2.876213443711734726e+03,9.948904107300426958e-01
2.876233875219630136e+03,9.944096170954992431e-01
2.876254306927563448e+03,9.930206865423404361e-01
2.876274738535554206e+03,9.921895387097989794e-01
2.876295170043595135e+03,9.906298944731288803e-01
2.876315601751703070e+03,9.895548704819311370e-01
2.876336033359868452e+03,9.891852678646333441e-01
2.876356464868084004e+03,9.892094189605029619e-01
2.876376896576366562e+03,9.888567215045771519e-01
2.876397328184706566e+03,9.868497814730369244e-01
2.876417759793097503e+03,9.782389219577676265e-01
2.876458623010097654e+03,9.534093002885284385e-01
2.876479054718634870e+03,9.463730729542187969e-01
2.876499486227294256e+03,9.450816753958918293e-01
2.876519917835983506e+03,9.450402633289868293e-01
2.876540349544724450e+03,9.457787871033065397e-01
2.876560781053558458e+03,9.458449834495793462e-01
2.876581212662436883e+03,9.457274404845020799e-01
2.876601644371367001e+03,9.450034031165021053e-01
2.876622075980361842e+03,9.450975206192543387e-01
2.876642507589422166e+03,9.456102745661554287e-01
2.876662939198533422e+03,9.477082712433576583e-01
2.876703802416988765e+03,9.660254179915960249e-01
2.876724234026281920e+03,9.791211719077477227e-01
2.876744665535668901e+03,9.900003588320387404e-01
2.876765097245093784e+03,9.938700216269765741e-01
2.876785528854583390e+03,9.960038925837125801e-01
2.876805960364174098e+03,9.975417311197617432e-01
2.876826392073795432e+03,9.993260453899451834e-01
2.876846823683466937e+03,1.001280544234377290e+00
2.876867255393204687e+03,1.002320122338800079e+00
2.876887686903035501e+03,1.003352498754921385e+00
2.876908118512918008e+03,1.004819157772770977e+00
2.876948981732872198e+03,1.008554373854289254e+00
2.876969413342951157e+03,1.010503353082646827e+00
2.876989845053096360e+03,1.012792423602919989e+00
2.877010276563305524e+03,1.013741906876911791e+00
2.877030708173580933e+03,1.014769414358135613e+00
2.877051139883929864e+03,1.015408453804940825e+00
2.877071571394335479e+03,1.015683785814456952e+00
2.877092003104793548e+03,1.017341253231303977e+00
2.877112434715345444e+03,1.017676902470587175e+00
2.877132866325948271e+03,1.018043979233379748e+00
2.877153297936616582e+03,1.017951292949151432e+00
2.877194161158178758e+03,1.017094036003852064e+00
2.877214592769050796e+03,1.015897276448122222e+00
2.877235024380010145e+03,1.015662357408229299e+00
2.877255455991020426e+03,1.014523281296499713e+00
2.877275887702096952e+03,1.013438501469707820e+00
2.877296319213259267e+03,1.011093908630029015e+00
2.877316750924474036e+03,1.009598344890562993e+00
2.877337182435781870e+03,1.007259137137118676e+00
2.877357614047148672e+03,1.005472235487492982e+00
2.877378045758567168e+03,1.004428904807764589e+00
2.877398477270078729e+03,1.003143775993244224e+00
2.877418908881663810e+03,9.997292030257936002e-01
2.877439340593300585e+03,9.977961307721631146e-01
2.877459772105015873e+03,9.949940622711507254e-01
2.877480203816805442e+03,9.920509531230540246e-01
2.877500635428674286e+03,9.901975984552866539e-01
2.877521066940607852e+03,9.886331053942705172e-01
2.877541498652601149e+03,9.861952746146397386e-01
2.877561930264688272e+03,9.844427956359701470e-01
2.877582361776840116e+03,9.814308725656524235e-01
2.877602793489051692e+03,9.789306709576673926e-01
2.877623225101342541e+03,9.696272718576935956e-01
2.877643656713713426e+03,9.462910603767386020e-01
2.877684519938666199e+03,8.795005205017742966e-01
2.877704951651256124e+03,8.603961066780935196e-01
2.877725383163931838e+03,8.562300406761185201e-01
2.877745814776659245e+03,8.547546622529813565e-01
2.877766246489452897e+03,8.531609284412211558e-01
2.877786678102354927e+03,8.527205744479448013e-01
2.877807109615321679e+03,8.527851467021264620e-01
2.877827541328355437e+03,8.552140393904860138e-01
2.877847972941461194e+03,8.573112577809025581e-01
2.877868404454660777e+03,8.621675651513969196e-01
2.877888836167920090e+03,8.792824283205895597e-01
2.877909267781273229e+03,9.101619360151365079e-01
2.877929699494670785e+03,9.432752371535229052e-01
2.877950131008183234e+03,9.700088588198734207e-01
2.877970562621747376e+03,9.809968385417576764e-01
2.877990994235398830e+03,9.821277626444097075e-01
2.878011425849130319e+03,9.835113333515584921e-01
2.878031857362948358e+03,9.851597423489555361e-01
2.878052289076818852e+03,9.876061922581400587e-01
2.878072720690783171e+03,9.892475190271377006e-01
2.878093152204841317e+03,9.913035485602033070e-01
2.878113583918937366e+03,9.932474315316037750e-01
2.878134015533141792e+03,9.956563813585821432e-01
2.878174878761776199e+03,1.001104153418270748e+00
2.878195310376213456e+03,1.003234394763762749e+00
2.878215742090716958e+03,1.005060718551717969e+00
2.878236173605328077e+03,1.007088937262150985e+00
2.878256605220005440e+03,1.008261039049640706e+00
2.878277036934749049e+03,1.010393113332309190e+00
2.878297468549593759e+03,1.011546755836804534e+00
2.878317900164518505e+03,1.013512530920239740e+00
2.878338331779508735e+03,1.015127277196851363e+00
2.878358763394600828e+03,1.016493731844801074e+00
2.878379195009772957e+03,1.018268474260925371e+00
2.878420058240342769e+03,1.020598627837633998e+00
2.878440489955755766e+03,1.021308139830371164e+00
2.878460921471247275e+03,1.020938415219809103e+00
2.878481353086834133e+03,1.020824452258537907e+00
2.878501784802494512e+03,1.020383961388636740e+00
2.878522216318240680e+03,1.019798979670386130e+00
2.878542648034061131e+03,1.019204384362714322e+00
2.878563079649982683e+03,1.018350616494947847e+00
2.878583511165983509e+03,1.016768569566661284e+00
2.878603942882058618e+03,1.015679242852780106e+00
2.878624374498234829e+03,1.014742775277184705e+00
2.878665237730820081e+03,1.012886068522266925e+00
2.878685669247257465e+03,1.012258326943453302e+00
2.878706100863753818e+03,1.011299164963931352e+00
2.878726532580345520e+03,1.011006623027922657e+00
2.878746964097044838e+03,1.010315114890407706e+00
2.878767395813789335e+03,1.009952547932255529e+00
2.878787827430649486e+03,1.009959193906810881e+00
2.878808258947610739e+03,1.010000914835132768e+00
2.878828690664617170e+03,1.009648802991135685e+00
2.878849122281739255e+03,1.003169059698436838e+00
2.878869553898948652e+03,9.923758040880529263e-01
2.878910417133622104e+03,9.753120783846120911e-01
2.878930848851072369e+03,9.753067439351769119e-01
2.878951280368644802e+03,9.762439574019350363e-01
2.878971711986290757e+03,9.758610666065198336e-01
2.878992143704010232e+03,9.755042395415920442e-01
2.879012575321838085e+03,9.750864189470929144e-01
2.879033006839767040e+03,9.756275376849548042e-01
2.879053438557755726e+03,9.767851655050220350e-01
2.879073870175860066e+03,9.771411000454854889e-01
2.879094301694058231e+03,9.776194306161242187e-01
2.879114733412316127e+03,9.825841651668276722e-01
2.879176028267684160e+03,1.014487864585784438e+00
2.879196459886334196e+03,1.016563575757561733e+00
2.879216891605065030e+03,1.016147453506220710e+00
2.879237323123888928e+03,1.016281544739380704e+00
2.879257754742808174e+03,1.016226271187856911e+00
2.879278186461815494e+03,1.017018741382334834e+00
2.879298617980915878e+03,1.017794774140040825e+00
2.879319049600118888e+03,1.018718506082950670e+00
2.879339481219409208e+03,1.019869233314619095e+00
2.879359912838779564e+03,1.021363476040699103e+00
2.879380344558252546e+03,1.021730910210792542e+00
2.879400776077840419e+03,1.021732460733290715e+00
2.879421207697494538e+03,1.022793931081654728e+00
2.879441639417244005e+03,1.023519995235840252e+00
2.879462070937115641e+03,1.024662327775381909e+00
2.879482502557053522e+03,1.026254194389054852e+00
2.879502934277094027e+03,1.027421884117598605e+00
2.879523365897235635e+03,1.026564179404027666e+00
2.879543797417471069e+03,1.025800469234488865e+00
2.879564229137795337e+03,1.025335759691655690e+00
2.879584660758227983e+03,1.024643964349906344e+00
2.879605092378740665e+03,1.024867247383619562e+00
2.879645955620086170e+03,1.024177949889289563e+00
2.879666387340890651e+03,1.021931929277843487e+00
2.879686818861810025e+03,1.019946444192202373e+00
2.879707250482824747e+03,1.017339582578844714e+00
2.879727682203920267e+03,1.015892389527034201e+00
2.879748113725130679e+03,1.012076934935682404e+00
2.879768545446422650e+03,1.008957934605985818e+00
2.879788977067830274e+03,1.005615760401210368e+00
2.879809408589339000e+03,1.003309764247424241e+00
2.879829840310929285e+03,1.000995178565593280e+00
2.879850271932627948e+03,9.985511278099898913e-01
2.879891135176323587e+03,9.949490066763604368e-01
2.879911566798320564e+03,9.926275402326349973e-01
2.879931998420419404e+03,9.894866462993212597e-01
2.879952430042627384e+03,9.873592793759533581e-01
2.879972861664922675e+03,9.861032018678771438e-01
2.879993293387313315e+03,9.847746670055261831e-01
2.880013724909818848e+03,9.816723273385145054e-01
2.880034156532427005e+03,9.798593342463182143e-01
2.880054588155129750e+03,9.690395458326483968e-01
2.880075019777941634e+03,9.426139340666399580e-01
2.880095451400848106e+03,9.096451105379809166e-01
2.880136314646973915e+03,8.597710979798340869e-01
2.880156746270193253e+03,8.564411436729176819e-01
2.880177177993500663e+03,8.539221429757652970e-01
2.880197609516944794e+03,8.534999910137730517e-01
2.880218041240455932e+03,8.530823883380367345e-01
2.880238472864089999e+03,8.535220322813409366e-01
2.880258904387832445e+03,8.545118856047930755e-01
2.880279336111663724e+03,8.570873537274580345e-01
2.880299767735603382e+03,8.609147800224711267e-01
2.880320199259673245e+03,8.763750345437596456e-01
2.880340630983824667e+03,9.079455233130256930e-01
2.880381494332425063e+03,9.692940049728301366e-01
2.880401925856916932e+03,9.806557761442407095e-01
2.880422357481496874e+03,9.834421844795103729e-01
2.880442789206157613e+03,9.858889408492341744e-01
2.880463220730969624e+03,9.878322643485216714e-01
2.880483652355869708e+03,9.904654202304372657e-01
2.880504084081359906e+03,9.938790492915406949e-01
2.880524515606477507e+03,9.954510373557794445e-01
2.880544947231697734e+03,9.994885889856855998e-01
2.880565378957013309e+03,1.000633564803497411e+00
2.880585810482451052e+03,1.003861575554723995e+00
2.880626673833641689e+03,1.011254162299518589e+00
2.880647105459414888e+03,1.013729190525340051e+00
2.880667537085275399e+03,1.016829953377350826e+00
2.880687968711245048e+03,1.018609197192365645e+00
2.880708400337338389e+03,1.020533682034008516e+00
2.880728831963548146e+03,1.023174124263448226e+00
2.880749263589837938e+03,1.024349254330712444e+00
2.880769695116279763e+03,1.027352873745449591e+00
2.880790126842795871e+03,1.027090085145755172e+00
2.880810558469420357e+03,1.027975145932931822e+00
2.880830990096183086e+03,1.030780011378093830e+00
2.880871853350021411e+03,1.030724646667942945e+00
2.880892285077075940e+03,1.030411924684587310e+00
2.880912716604289017e+03,1.030027195999252632e+00
2.880933148231597443e+03,1.028529691529393997e+00
2.880953579959015769e+03,1.028090324222555862e+00
2.880974011486548989e+03,1.026224518954933940e+00
2.880994443214192870e+03,1.024900175315814677e+00
2.881014874841945129e+03,1.023308879802544924e+00
2.881035306369827595e+03,1.021843364730842696e+00
2.881055738097791618e+03,1.019186192823646309e+00
2.881076169725893124e+03,1.016494944430196945e+00
2.881137464610888856e+03,1.013343447832489197e+00
2.881157896239441470e+03,1.011830557956297172e+00
2.881178327868103224e+03,1.010907212501411356e+00
2.881198759496903222e+03,1.009605252331650105e+00
2.881219191225784016e+03,1.007546910142212093e+00
2.881239622754816082e+03,1.005950040248299260e+00
2.881260054383965326e+03,1.004258690003434484e+00
2.881280486113195366e+03,9.967238862011481570e-01
2.881300917742562888e+03,9.842069015236537544e-01
2.881321349272060615e+03,9.723254605037374709e-01
2.881341781001639902e+03,9.646081043563412560e-01
2.881362212631356670e+03,9.634335999768305348e-01
2.881382644261204405e+03,9.623354352140690571e-01
2.881403075891146727e+03,9.611158477197979666e-01
2.881423507421226532e+03,9.597545743913796779e-01
2.881443939151409722e+03,9.605142760062123086e-01
2.881464370781715843e+03,9.592574800983183492e-01
2.881484802312144893e+03,9.592550104418932078e-01
2.881505234042691882e+03,9.584839765133880141e-01
2.881525665673347248e+03,9.587022947618826230e-01
2.881546097204154648e+03,9.634817303772158503e-01
2.881566528935050883e+03,9.751049970100761355e-01
2.881607392297184560e+03,9.983215651732545437e-01
2.881627823828457622e+03,9.990357228741217899e-01
2.881648255459869688e+03,9.976412982712807853e-01
2.881668687191347999e+03,9.981391417848984871e-01
2.881689118722999410e+03,9.970125775068323648e-01
2.881709550354731618e+03,9.973426418064329502e-01
2.881729982086588279e+03,9.976731451060317779e-01
2.881750413618588937e+03,9.974950673981842764e-01
2.881770845250699494e+03,9.970106312492911238e-01
2.881791276982934505e+03,9.970298246079691840e-01
2.881811708615277894e+03,9.999616481600785978e-01
2.881852571880386677e+03,1.001343788739822882e+00
2.881873003513086587e+03,1.001239367343141451e+00
2.881893435145953845e+03,1.002128696351500592e+00
2.881913866778915690e+03,1.003211867733786899e+00
2.881934298412015778e+03,1.003966426656872857e+00
2.881975161678579752e+03,1.006679851672738213e+00
2.881995593312065466e+03,1.007723017421367384e+00
2.882016024945631216e+03,1.006422927200232964e+00
2.882036456579378864e+03,1.005163045121108434e+00
2.882097751481283922e+03,1.006945847921155268e+00
2.882118183215519821e+03,1.005845911612250232e+00
2.882138614749848784e+03,1.005184676366723151e+00
2.882159046384353132e+03,1.005044218489923757e+00
2.882179478118938277e+03,1.004391617108596924e+00
2.882199909653674695e+03,1.003429963162716154e+00
2.882220341388529050e+03,1.002649404777593123e+00
2.882240773023520887e+03,1.000058970934544433e+00
2.882261204558635654e+03,9.987292487066661284e-01
2.882281636293868360e+03,9.979003822968880444e-01
2.882302067929238547e+03,9.968580899330299339e-01
2.882342931200371822e+03,9.944727771643120384e-01
2.882363362836120359e+03,9.922411645846058725e-01
2.882383794571993349e+03,9.923850054735710025e-01
2.882404226108039438e+03,9.922854198549820870e-01
2.882424657744166325e+03,9.928977433692678378e-01
2.882445089480417664e+03,9.933810403499176989e-01
2.882465521016842104e+03,9.926058782952307258e-01
2.882485952653376444e+03,9.838258098151999587e-01
2.882506384390035237e+03,9.579920448738744598e-01
2.882526816026838787e+03,9.260239539050836299e-01
2.882547247563779820e+03,8.941005304609446203e-01
2.882567679300816962e+03,8.735150587727651406e-01
2.882588110938027967e+03,8.686850740308266206e-01
2.882608542575348110e+03,8.650704205962110871e-01
2.882628974212791945e+03,8.625264857464821633e-01
2.882649405850410403e+03,8.603823311089470183e-01
2.882669837488108897e+03,8.595105097088696633e-01
2.882690269125960185e+03,8.578521824455175304e-01
2.882710700663985335e+03,8.591448533719737712e-01
2.882731132402092044e+03,8.621389577421856298e-01
2.882751564040321682e+03,8.770571448025726857e-01
2.882771995678725943e+03,9.069021604641412937e-01
2.882792427317239344e+03,9.402886308115524505e-01
2.882833290694688912e+03,9.794043354750321395e-01
2.882853722233609005e+03,9.795299535297709026e-01
2.882874153872682655e+03,9.800716985498799660e-01
2.882894585611866205e+03,9.801967926670488440e-01
2.882915017151201027e+03,9.810893481007489925e-01
2.882935448790682130e+03,9.807167246193674304e-01
2.882955880530280410e+03,9.814360598903699717e-01
2.882976312070015410e+03,9.832630190186583130e-01
2.882996743809904729e+03,9.847403681099758943e-01
2.883017175449902425e+03,9.851377351061080256e-01
2.883037607090052916e+03,9.847221414346075674e-01
2.883098902011341124e+03,9.908551206711099235e-01
2.883119333652044588e+03,9.918865074098470735e-01
2.883139765292886295e+03,9.935913009762151749e-01
2.883160196933851694e+03,9.958590881129931738e-01
2.883180628674963373e+03,9.974886251673656945e-01
2.883201060216248152e+03,9.998080240512844385e-01
2.883221491957614489e+03,1.001774248309146742e+00
2.883241923599161964e+03,1.002898752094568691e+00
2.883262355140846921e+03,1.003582095343689806e+00
2.883282786882657092e+03,1.004344337493269901e+00
2.883303218524612021e+03,1.003840083318309429e+00
2.883323650066711707e+03,1.004318019722126420e+00
2.883344081808922056e+03,1.004583271527145882e+00
2.883364513351341884e+03,1.004514907257057388e+00
2.883384945093843271e+03,1.004894493041092574e+00
2.883405376736496692e+03,1.004966441943356603e+00
2.883425808279294870e+03,1.003686842428743065e+00
2.883446240022232814e+03,1.002412618053800664e+00
2.883466671665322792e+03,1.002291536311360032e+00
2.883487103208557528e+03,1.001311931812518985e+00
2.883507534951932030e+03,9.992641278484244438e-01
2.883527966595429461e+03,9.996959888773185865e-01
2.883568829882882710e+03,9.959918304677355394e-01
2.883589261526845803e+03,9.951447411218377059e-01
2.883609693270896969e+03,9.961944017398253193e-01
2.883630124815143063e+03,9.967318395546935772e-01
2.883650556459513609e+03,9.963042768766293689e-01
2.883670988204030436e+03,9.965141133833897991e-01
2.883691419848713849e+03,9.950340009173114231e-01
2.883711851393520192e+03,9.876864964631465460e-01
2.883732283138473576e+03,9.755053401103105370e-01
2.883752714783564443e+03,9.644152782229394871e-01
2.883773146328836447e+03,9.594603790564941725e-01
2.883793578074197285e+03,9.576531676382880054e-01
2.883814009719753813e+03,9.579520616573463654e-01
2.883834441465434793e+03,9.579717518956306632e-01
2.883854873011259770e+03,9.587038157396333693e-01
2.883875304657252855e+03,9.592270496455878037e-01
2.883895736403370393e+03,9.594098163559747761e-01
2.883916167949661030e+03,9.594488240328298279e-01
2.883936599596061569e+03,9.608991361455740954e-01
2.883957031342644768e+03,9.632196115405528003e-01
2.883977462889364688e+03,9.690967142493469577e-01
2.883997894636209821e+03,9.803147041195572342e-01
2.884018326283228816e+03,9.942954389868011722e-01
2.884059189577696088e+03,1.008464466179164409e+00
2.884079621125179983e+03,1.009142601391361582e+00
2.884100052772773779e+03,1.009626751956303359e+00
2.884120484520521131e+03,1.010572645922138690e+00
2.884140916068470688e+03,1.010421652315431018e+00
2.884161347716537421e+03,1.011410498500271427e+00
2.884181779464714054e+03,1.012596350431762326e+00
2.884202211113071826e+03,1.013865980519771171e+00
2.884222642761596944e+03,1.014525045398228853e+00
2.884243074410245754e+03,1.014545613783150779e+00
2.884263506059069186e+03,1.016738850322675969e+00
2.884304369357174437e+03,1.019965369415609224e+00
2.884324801006463531e+03,1.019863480840639713e+00
2.884345232755862526e+03,1.021556210068114812e+00
2.884365664305441896e+03,1.022100371161305477e+00
2.884386096055197413e+03,1.022589090834309156e+00
2.884406527705061308e+03,1.022235226869313784e+00
2.884426959255106340e+03,1.021710212581834254e+00
2.884447391005327518e+03,1.021424736027760849e+00
2.884467822655657073e+03,1.020391898114124229e+00
2.884488254206167767e+03,1.019627396040311273e+00
2.884508685956796398e+03,1.020208205230741960e+00
2.884549549158567970e+03,1.019637819114879607e+00
2.884569980909662263e+03,1.017263080060469838e+00
2.884590412560981349e+03,1.014092831214160384e+00
2.884610844312424888e+03,1.010555619664535776e+00
2.884631275863983319e+03,1.007832501988669804e+00
2.884651707515709859e+03,1.005647059756241468e+00
2.884672139267619059e+03,1.002348799910136368e+00
2.884692570819701359e+03,9.985515053227134175e-01
2.884713002471893560e+03,9.945339769934692375e-01
2.884733434124267660e+03,9.895536430532209105e-01
2.884753865776816383e+03,9.856876875520453885e-01
2.884794729082314007e+03,9.816251150758747990e-01
2.884815160735328391e+03,9.795033085002667894e-01
2.884835592488510883e+03,9.764240769723807611e-01
2.884856024041815544e+03,9.739469871714940830e-01
2.884876455695295590e+03,9.711312287934792398e-01
2.884896887448885536e+03,9.695425021995914827e-01
2.885060340783747961e+03,8.467247048461853387e-01
2.885080772338857059e+03,8.472162812060533010e-01
2.885101203994083335e+03,8.484013476380433127e-01
2.885121635749477718e+03,8.490565683882814740e-01
2.885142067305052478e+03,8.499940893770799866e-01
2.885162499060745176e+03,8.529510681619588697e-01
2.885182930716662668e+03,8.699876761257049340e-01
2.885285088998549327e+03,9.769234749322844857e-01
2.885305520655398141e+03,9.785466259258664978e-01
2.885325952212428092e+03,9.816951346339062301e-01
2.885346383969634189e+03,9.844110307676610105e-01
2.885366815627006872e+03,9.880183312758510361e-01
2.885407678942232451e+03,9.943348198396040338e-01
2.885428110600070795e+03,9.979929423664305466e-01
2.885448542258091038e+03,1.000357829969815926e+00
2.885468973916285904e+03,1.002692648697647737e+00
2.885489405574648117e+03,1.004837193174262788e+00
2.885530268891852756e+03,1.009620686890559504e+00
2.885550700650681392e+03,1.011273307297860358e+00
2.885571132309691166e+03,1.013647708238352596e+00
2.885591563868933008e+03,1.015450234226643822e+00
2.885611995628227305e+03,1.017927300859833961e+00
2.885632427287760947e+03,1.019489397184547563e+00
2.885652858847468451e+03,1.021411323771772128e+00
2.885673290607344825e+03,1.022502142958849447e+00
2.885693722267344128e+03,1.024050299268894459e+00
2.885714153827575501e+03,1.023775085163505683e+00
2.885734585587917536e+03,1.023267611785789732e+00
2.885775449009131989e+03,1.022627399113724023e+00
2.885795880570061854e+03,1.022938172152864533e+00
2.885816312231108896e+03,1.023940050864030393e+00
2.885836743992273114e+03,1.023601812778089926e+00
2.885857175553661364e+03,1.023287914362055684e+00
2.885877607215232274e+03,1.022335925753300234e+00
2.885898038976971293e+03,1.021556813936391750e+00
2.885918470538890688e+03,1.019688262910173115e+00
2.885938902300928021e+03,1.018594173977395823e+00
2.885959333963197423e+03,1.017303853359988963e+00
2.885979765625575965e+03,1.018499975879590735e+00
2.886000197288194613e+03,1.017206481559895348e+00
2.886020628850928915e+03,1.016549530471553275e+00
2.886041060613832087e+03,1.015778186349071355e+00
2.886061492276974604e+03,1.015099881007543781e+00
2.886081923940233537e+03,1.014893229806505426e+00
2.886102355503659055e+03,1.013983382570909253e+00
2.886122787267326203e+03,1.013057876424287462e+00
2.886143218931101728e+03,1.004095457555301163e+00
2.886163650595059153e+03,9.927357074693795580e-01
2.886184082259249408e+03,9.811729533668783754e-01
2.886204513923556078e+03,9.738530265373421813e-01
2.886224945688030857e+03,9.735214350919576543e-01
2.886265808917567483e+03,9.730694164792310641e-01
2.886286240682573407e+03,9.719051265571964082e-01
2.886306672247752431e+03,9.713681491758967557e-01
2.886327104013100325e+03,9.701558739411183518e-01
2.886347535678687564e+03,9.699913629698952988e-01
2.886367967244448664e+03,9.705565753670212237e-01
2.886388399010320427e+03,9.703589006797217476e-01
2.886408830676373327e+03,9.737927326866228084e-01
2.886429262242658297e+03,9.833731403166863227e-01
2.886449694009053928e+03,9.936572498255717978e-01
2.886470125675688905e+03,1.000308137261107344e+00
2.886510989009417244e+03,1.002234323993166809e+00
2.886531420676576090e+03,1.002077424997624089e+00
2.886551852443910320e+03,1.001242421798919979e+00
2.886572284011410375e+03,1.000718867779351928e+00
2.886592715679093089e+03,1.000129250250495705e+00
2.886613147446951189e+03,1.000937327627921203e+00
2.886633579015033320e+03,1.001225000726256420e+00
2.886654010683239903e+03,1.001662850055859755e+00
2.886674442351621110e+03,1.001230879882988534e+00
2.886694874120228633e+03,1.001228179223891290e+00
2.886715305788959085e+03,1.001487557650667437e+00
2.886756169027052238e+03,1.005713239099425005e+00
2.886776600796307321e+03,1.006136615277231972e+00
2.886797032465794473e+03,1.007901988622425193e+00
2.886817464035506418e+03,1.007482514042213895e+00
2.886837895805343578e+03,1.007440850153356271e+00
2.886858327475347323e+03,1.007696332321146748e+00
2.886878759045590414e+03,1.009927257780305787e+00
2.886899190816009650e+03,1.010256542433942917e+00
2.886919622486544540e+03,1.009404856454597654e+00
2.886940054257305746e+03,1.010254481225910883e+00
2.886960485828305536e+03,1.011811091296977105e+00
2.887001349270707578e+03,1.015439977267632576e+00
2.887021780842231237e+03,1.015652643869854987e+00
2.887042212513930281e+03,1.015498959601538020e+00
2.887062644285797433e+03,1.015192726025759384e+00
2.887083075857844960e+03,1.015785380208897193e+00
2.887103507630061358e+03,1.015085091415490304e+00
2.887123939302517101e+03,1.015077221248555261e+00
2.887144370875088498e+03,1.013771718961694601e+00
2.887164802647886972e+03,1.012274261220294624e+00
2.887185234320866584e+03,1.010255870711854964e+00
2.887205665994079027e+03,1.008469776424112174e+00
2.887226097667400609e+03,1.005508346886931470e+00
2.887246529340962297e+03,1.002397039887203301e+00
2.887266961014698609e+03,9.983352556667697275e-01
2.887287392688602267e+03,9.954485754046340507e-01
2.887307824362687825e+03,9.924894550033283025e-01
2.887328256137006974e+03,9.890730516847776599e-01
2.887491709438167163e+03,8.589274613436209682e-01
2.887512141214057920e+03,8.590550633877286346e-01
2.887532572790289123e+03,8.599811065056416348e-01
2.887553004566645541e+03,8.609861108270330243e-01
2.887573436243175820e+03,8.626633795920560788e-01
2.887593867819930892e+03,8.665223051920962760e-01
2.887614299596869387e+03,8.825821969007876522e-01
2.887736889662613976e+03,9.901166977069610908e-01
2.887757321340890485e+03,9.935833662486890372e-01
2.887777753119393310e+03,9.981044104856797716e-01
2.887798184698076511e+03,1.002271247071885751e+00
2.887818616376935097e+03,1.004975165731669895e+00
2.887839048155961791e+03,1.007713856732204816e+00
2.887859479835227830e+03,1.010940903934683499e+00
2.887879911414725939e+03,1.013419577931579996e+00
2.887900343194334710e+03,1.015897626014865995e+00
2.887920774874182825e+03,1.019819994930970086e+00
2.887941206554256496e+03,1.023172874766878460e+00
2.887982069914884050e+03,1.024883821193793398e+00
2.888002501595547074e+03,1.027437944516063517e+00
2.888022933276319236e+03,1.029154593478142532e+00
2.888043364957331505e+03,1.030088491420158237e+00
2.888063796638569329e+03,1.030591490657907006e+00
2.888084228319989052e+03,1.029588951443094702e+00
2.888104660101584159e+03,1.029088822128813696e+00
2.888125091683410574e+03,1.029786104804726321e+00
2.888145523365405097e+03,1.029196054937730809e+00
2.888165955147582281e+03,1.028708471596913476e+00
2.888186386729983496e+03,1.026974249118089322e+00
2.888206818412625580e+03,1.023419333120106023e+00
2.888227250195384840e+03,1.020862735384916231e+00
2.888247681778375409e+03,1.018064855911397393e+00
2.888268113461592293e+03,1.015390019097764052e+00
2.888288545244991838e+03,1.012838519842712115e+00
2.888308976828557206e+03,1.011160248538303774e+00
2.888329408612364205e+03,1.008931211959097185e+00
2.888349840296345064e+03,1.006612788210914378e+00
2.888370271880557993e+03,1.005094291685868058e+00
2.888390703664939792e+03,1.003162683077692519e+00
2.888411135349502729e+03,1.001503822689121304e+00
2.888431567034291220e+03,1.000463208132781334e+00
2.888472430404523038e+03,9.983835303616211965e-01
2.888492862189894367e+03,9.985624337316565402e-01
2.888513293775504280e+03,9.985563679837682338e-01
2.888533725461289578e+03,9.981655627489147697e-01
2.888554157247301191e+03,9.966917740171041817e-01
2.888574588933493942e+03,9.884632989767907496e-01
2.888595020519918762e+03,9.762106870502404998e-01
2.888615452306512452e+03,9.651668839966793811e-01
2.888635883993345487e+03,9.609321315887823234e-01
2.888656315580352384e+03,9.613445693482470800e-01
2.888676747367586358e+03,9.622129638189319545e-01
